test_name,tool,cwe,severity,raw_id
BenchmarkTest00037,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00038,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00039,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00040,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00043,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00044,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00045,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00046,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00047,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00048,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00049,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00050,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00051,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00053,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00055,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00056,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00057,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00060,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00061,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00063,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00064,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00066,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00067,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00068,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00070,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00071,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00073,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00077,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00078,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00079,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00080,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00081,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00082,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00083,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00084,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00085,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00086,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00087,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00090,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00091,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00092,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00097,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00098,semgrep,78,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00102,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00103,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00104,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00105,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00106,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00107,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00108,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00109,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00110,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00111,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00112,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00113,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00114,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00115,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00117,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00118,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00119,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00120,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00123,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00124,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00125,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00131,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00132,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00133,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00135,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00136,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00138,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00140,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00141,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00146,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00148,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00149,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00150,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00152,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00154,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00155,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00157,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00158,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00159,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00160,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00161,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00162,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00163,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00164,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00165,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00166,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00167,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00168,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00169,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00170,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00174,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00176,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00177,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00191,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00192,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00193,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00194,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00195,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00196,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00198,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00199,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00202,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00203,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00204,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00205,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00206,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00207,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00208,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00210,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00215,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00216,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00218,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00219,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00221,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00222,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00223,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00230,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00231,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00232,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00233,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00234,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00235,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00236,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00237,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00238,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00239,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00240,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00241,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00250,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00251,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00253,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00254,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00256,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00257,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00258,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00262,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00263,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00264,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00266,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00267,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00268,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00269,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00272,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00276,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00280,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00281,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00284,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00287,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00290,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00291,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00292,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00293,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00294,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00295,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00296,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00297,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00298,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00299,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00300,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00302,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00303,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00306,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00308,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00310,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00311,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00323,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00324,semgrep,78,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00325,semgrep,78,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00326,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00327,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00328,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00329,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00333,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00335,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00336,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00338,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00339,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00340,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00341,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00342,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00343,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00344,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00346,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00347,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00348,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00354,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00355,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00356,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00359,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00360,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00361,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00362,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00363,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00368,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00369,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00371,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00372,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00375,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00376,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00378,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00380,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00384,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00387,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00388,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00390,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00392,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00393,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00395,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00396,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00397,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00398,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00399,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00400,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00401,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00402,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00403,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00406,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00408,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00409,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00424,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
